"","dyadid","year","f_a","f_b","f_c","f_d","f_e","f_f","fm_a","fm_b","fm_c","fm_d","fm_e","fm_f","m_a","m_b","m_c","m_d","m_e","m_f","mm_a","mm_b","mm_c","mm_d","mm_e","mm_f","t_a","t_b","t_c","t_d","t_e","t_f","tm_a","tm_b","tm_c","tm_d","tm_e","tm_f"
"3313",448,2004,19,20,20,21,22,22,12,12,12,12,12,44,8,8,8,9,10,10,7,7,7,7,7,25,22,24,24,26,27,116,12,12,12,12,12,58
"3314",448,2005,0,1,1,1,1,1,11,11,11,11,11,11,0,0,0,0,0,0,9,9,9,9,9,9,16,17,18,18,18,178,11,11,11,11,11,105
"3315",448,2006,3,4,4,5,7,7,2,2,2,3,5,5,3,4,4,4,6,6,2,2,2,2,4,4,4,6,6,7,9,485,2,2,2,3,5,290
"3316",448,2007,19,19,19,19,19,19,15,15,15,15,15,15,12,12,12,12,12,12,10,10,10,10,10,10,23,23,23,23,23,587,17,17,17,17,17,468
"3317",448,2008,0,0,0,0,0,0,25,25,25,25,25,25,0,0,0,0,0,0,20,20,20,20,20,20,41,41,41,42,42,668,32,32,32,33,33,545
"3318",448,2009,40,40,40,40,40,40,32,32,32,32,32,32,28,28,28,28,28,28,24,24,24,24,24,24,44,44,44,45,45,766,36,36,36,37,37,638
"3319",448,2010,35,35,35,35,35,297,27,27,27,27,27,254,14,14,14,14,14,69,8,8,8,8,8,58,43,43,43,43,43,643,33,33,33,33,33,552
"3320",448,2011,13,13,13,13,14,14,12,12,12,12,13,13,5,5,5,5,5,5,4,4,4,4,4,4,16,16,16,16,19,585,15,15,15,15,16,483
"3321",448,2012,0,0,0,0,8,8,104,104,104,104,112,112,0,0,0,0,7,7,41,41,41,41,48,48,165,165,165,165,173,603,140,140,140,140,148,515
"3322",448,2013,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,274,274,274,274,275,1328,253,253,253,253,254,1131
"3323",451,1979,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
"3324",451,1980,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3
"3325",451,1981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1
"3326",451,1982,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,3
"3327",451,1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,16
"3328",451,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,17
"3329",451,1985,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,12,0,0,0,0,0,9
"3330",451,1986,0,0,0,0,0,8,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,11,0,0,0,0,0,7
"3331",451,1987,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,4
"3332",451,1988,0,0,0,0,0,21,0,0,0,0,0,17,0,0,0,0,0,14,0,0,0,0,0,14,0,0,0,0,0,33,0,0,0,0,0,28
"3333",451,1989,2,2,2,2,2,24,2,2,2,2,2,22,2,2,2,2,2,10,2,2,2,2,2,10,2,2,2,2,2,54,2,2,2,2,2,46
"3334",451,1990,0,0,0,0,0,22,0,0,0,0,0,20,0,0,0,0,0,10,0,0,0,0,0,9,0,0,0,0,0,50,0,0,0,0,0,44
"3335",451,1991,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,43,1,1,1,1,1,36
"3336",451,1992,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,11
"3337",451,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3338",451,1994,0,0,0,0,0,7,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,13,0,0,0,0,0,8
"3339",451,1995,0,0,0,0,1,9,0,0,0,0,0,6,0,0,0,0,1,4,0,0,0,0,0,2,0,0,0,0,1,16,0,0,0,0,0,12
"3340",451,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,14
"3341",451,1997,0,0,0,0,0,41,0,0,0,0,0,29,0,0,0,0,0,20,0,0,0,0,0,17,0,0,0,0,0,70,0,0,0,0,0,47
"3342",451,1998,0,0,0,0,0,32,0,0,0,0,0,30,0,0,0,0,0,15,0,0,0,0,0,13,0,0,0,0,0,34,0,0,0,0,0,31
"3343",451,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,16
"3344",451,2000,1,1,1,1,1,20,1,1,1,1,1,16,1,1,1,1,1,13,1,1,1,1,1,11,1,1,1,1,1,37,1,1,1,1,1,33
"3345",451,2001,0,0,0,0,5,48,0,0,0,0,4,30,0,0,0,0,3,12,0,0,0,0,2,10,1,1,1,1,7,69,0,0,0,0,5,41
"3346",451,2002,0,0,0,0,3,27,0,0,0,0,3,23,0,0,0,0,2,10,0,0,0,0,2,8,0,0,0,0,6,46,0,0,0,0,4,39
"3347",451,2003,0,0,0,0,0,26,0,0,0,0,0,16,0,0,0,0,0,9,0,0,0,0,0,6,0,0,0,0,0,39,0,0,0,0,0,27
"3348",451,2004,0,0,0,0,0,19,0,0,0,0,0,13,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,26,0,0,0,0,0,19
"3349",451,2005,3,3,3,3,5,29,1,1,1,1,2,19,3,3,3,3,5,13,1,1,1,1,2,9,4,4,4,4,6,42,2,2,2,2,3,30
"3350",451,2006,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,9,16,16,16,16,17,60,11,11,11,11,12,33
"3351",451,2007,4,4,4,4,4,4,4,4,4,4,4,17,2,2,2,2,2,2,2,2,2,2,2,6,5,5,5,5,5,43,4,4,4,4,4,32
"3352",451,2008,34,34,34,34,36,36,14,14,14,14,16,40,3,3,3,3,3,3,1,1,1,1,1,6,71,72,72,72,79,215,32,33,33,33,39,129
"3353",451,2009,51,52,52,52,52,52,25,25,25,25,25,41,10,10,10,10,10,10,7,7,7,7,7,10,149,151,151,151,151,227,82,82,82,82,82,131
"3354",451,2010,133,139,139,139,139,145,71,73,73,73,73,75,11,11,11,11,11,11,7,7,7,7,7,7,241,253,253,253,253,290,139,146,146,146,146,168
"3355",451,2011,89,94,94,94,94,101,48,49,49,49,49,53,2,2,2,2,2,2,2,2,2,2,2,2,175,181,181,181,193,250,90,91,91,91,94,130
"3356",451,2012,0,1,1,1,1,1,3,3,3,3,14,21,0,0,0,0,0,0,0,0,0,0,0,2,14,16,16,16,71,177,9,10,10,10,30,87
"3357",451,2013,8,12,12,12,12,12,2,4,4,4,12,12,2,2,2,2,2,2,1,1,1,1,2,2,16,22,22,23,71,170,5,7,7,8,24,73
"3358",455,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3359",455,2006,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,3,3,3,3,3,5,2,2,2,2,2,4
"3360",455,2007,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,2
"3361",455,2008,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
"3362",455,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3363",455,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3364",455,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3365",457,1987,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,5
"3366",457,1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"3367",457,1989,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,2
"3368",457,1990,0,0,0,0,0,11,0,0,0,0,0,10,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,23,0,0,0,0,0,12
"3369",457,1991,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,2,2,42,0,0,0,0,0,11
"3370",457,1992,1,1,1,1,1,8,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,2,1,1,1,1,1,28,0,0,0,0,0,11
"3371",457,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3372",457,1994,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,9,9,9,9,9,51,0,0,0,0,0,26
"3373",457,1995,0,0,0,0,0,10,0,0,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,49,0,0,0,0,0,34
"3374",457,1996,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,5
"3375",457,1997,1,1,1,1,1,5,1,1,1,1,1,5,0,0,0,0,0,1,0,0,0,0,0,1,2,2,2,2,2,14,1,1,1,1,1,8
"3376",457,1998,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,3
"3377",457,1999,1,1,1,1,1,6,1,1,1,1,1,5,0,0,0,0,0,1,0,0,0,0,0,0,2,2,2,2,2,27,2,2,2,2,2,17
"3378",457,2000,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,7
"3379",457,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
"3380",457,2002,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3
"3381",457,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
"3382",457,2004,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0,0,1
"3383",457,2005,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,12,0,0,0,0,0,8
"3384",457,2006,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,6
"3385",457,2007,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,6
"3386",457,2008,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,5
"3387",457,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
"3388",457,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4
"3389",457,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,6
"3390",457,2012,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,13
"3391",457,2013,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,8,0,0,0,0,0,2
"3392",459,2005,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,2
"3393",459,2006,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2
"3394",459,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
"3395",459,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2
"3396",459,2009,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,13,0,0,0,0,0,8
"3397",459,2010,0,0,0,0,0,15,0,0,0,0,0,14,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,22,0,0,0,0,0,20
"3398",459,2011,1,1,1,1,1,5,1,1,1,1,1,5,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,16,1,1,1,1,1,15
"3399",459,2012,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2
"3400",459,2013,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,3
"3401",461,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3402",461,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1
"3403",461,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2
"3404",461,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,4
"3405",461,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3406",461,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
"3407",471,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3408",471,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3409",471,1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3410",471,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3411",471,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3412",471,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3413",472,1970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3414",472,1971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3415",472,1972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3416",472,1973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3417",472,1974,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"3418",472,1975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3419",472,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3420",472,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
"3421",472,1978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3422",472,1979,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,2
"3423",472,1980,1,1,1,1,2,4,1,1,1,1,2,4,0,0,0,0,0,2,0,0,0,0,0,2,6,6,6,6,7,9,6,6,6,6,7,9
"3424",472,1981,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3,3,3,3,3,6,3,3,3,3,3,6
"3425",472,1982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3426",472,1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"3427",472,1984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3428",472,1985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3429",472,1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
"3430",472,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3431",472,1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1
"3432",472,1989,1,1,1,1,1,3,1,1,1,1,1,2,0,0,0,0,0,1,0,0,0,0,0,1,5,5,5,5,6,9,2,2,2,2,2,4
"3433",472,1990,0,0,0,0,2,3,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,3,0,0,0,0,1,2
"3434",472,1991,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,5,0,0,0,0,1,2
"3435",472,1992,1,1,1,1,1,4,1,1,1,1,1,3,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,7,1,1,1,1,1,5
"3436",472,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3437",472,1994,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,3,11,1,1,1,1,2,7
"3438",472,1995,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,1,2
"3439",472,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5
"3440",472,1997,2,2,2,2,2,3,1,1,1,1,1,2,1,1,1,1,1,1,0,0,0,0,0,0,2,2,2,2,2,8,1,1,1,1,1,6
"3441",472,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,1,1,1,1,1,1
"3442",472,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3443",472,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3444",472,2001,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,6,1,1,1,1,1,3
"3445",472,2002,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,4,1,1,1,1,1,4
"3446",472,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3447",472,2004,1,1,1,1,1,8,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,1,1,1,1,1,17
"3448",472,2005,3,3,3,3,24,54,0,0,0,0,13,27,0,0,0,0,0,1,0,0,0,0,0,0,4,4,4,4,42,81,0,0,0,0,25,43
"3449",472,2006,1,1,1,1,3,82,0,0,0,0,1,34,0,0,0,0,0,4,0,0,0,0,0,4,1,1,1,1,3,110,0,0,0,0,1,51
"3450",472,2007,1,1,1,1,1,108,1,1,1,1,1,75,0,0,0,0,0,6,0,0,0,0,0,5,1,1,1,1,1,185,1,1,1,1,1,138
"3451",472,2008,0,0,0,0,2,2,0,0,0,0,2,52,0,0,0,0,0,0,0,0,0,0,0,2,7,7,7,7,9,118,1,1,1,1,3,81
"3452",472,2009,0,0,0,0,11,178,0,0,0,0,7,144,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,16,231,1,1,1,1,12,182
"3453",472,2010,2,2,2,2,4,82,2,2,2,2,2,60,1,1,1,1,1,3,1,1,1,1,1,3,3,3,3,3,7,144,2,2,2,2,4,86
"3454",472,2011,1,1,1,1,3,65,1,1,1,1,3,39,0,0,0,0,1,4,0,0,0,0,1,4,3,3,3,3,7,115,1,1,1,1,4,70
"3455",472,2012,2,2,2,2,29,54,2,2,2,2,21,37,0,0,0,0,4,4,0,0,0,0,3,3,6,6,6,6,42,110,2,2,2,2,25,71
"3456",472,2013,4,4,4,4,8,27,3,3,3,3,4,15,0,0,0,0,0,3,0,0,0,0,0,2,8,8,8,8,26,132,5,5,5,5,18,60
"3457",473,2004,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2
"3458",473,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
"3459",473,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
"3460",473,2007,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,34,0,0,0,0,0,4
"3461",473,2008,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,2
"3462",473,2009,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,9,0,0,0,0,0,0
"3463",474,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3464",474,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3465",474,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3466",474,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3467",474,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3468",474,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3469",475,1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,0,0,0,0,1,4
"3470",475,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3471",475,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
"3472",475,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3473",475,1996,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7
"3474",475,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,6
"3475",476,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3476",476,1991,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,8,0,0,0,0,0,7
"3477",476,1992,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,2
"3478",476,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3479",476,1994,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
